疫情宅在家里，不知做些什么
在家好好学习、好好锻炼，晒晒太阳、积蓄能量。我的日常分为三大个方面：日常锻炼、看书看剧、写写问答和攻略。计划安排很重要，使自己知道什么是最重要的事情，有助于合理安排时间，也让自己明确地知道自己到底把大好时光花到哪儿去了。日常因为我在山里蹲着，所以对疫情情况没怎么关注，平时睡醒就种种菜浇浇花遛遛狗，然后跳跳减肥操，顺便研究落实一下食谱。减肥操的话推荐大家上B站搜，可以跟着UP主同时长那种，看人家这么好看，就能坚持下去了，大家都说21天便会成为一个周期形成个人习惯，所以坚持很重要。然后就是做饭，就根据下厨房或者B站搜索要做的菜，跟着做，基本上成功率还蛮高的……自制下午茶品茶的同时，一边看剧，一边吃零食和水果，超级享受o(*￣▽￣*)ブ  1、牛奶红茶（红茶换成清香型大红袍也是可以的）将茶叶放入茶壶中，用沸水冲泡，浸泡5分钟后，再把茶汤倾入一个大茶杯中，加入适量的糖和牛奶或乳酪（炼乳也可以，奶茶会显白一些），就成为一杯芳香可口的牛奶红茶。2、玫瑰红茶红茶、玫瑰花这个就非常日常简单，先用飘逸杯（没有也没关系，准备两个杯子）用沸水把红茶泡好，再把茶汤倒入另一个杯子里，拿一朵食用玫瑰花丢进去就可以了。3、个人私妙方：润喉雪梨水武夷岩茶里有一个小品种茶类，叫佛手，因茶汤有雪梨味，又名雪梨，茶味清谈幽香。首先在锅中放入适量的佛手茶（5-8g），加入纯净水，加热煮沸。将新鲜雪梨削皮去核，将雪梨切成块状，待水煮沸之后将雪梨放入锅中可以适量的加入枸杞红枣等煮沸8-10分钟用筷子试一试锅中雪梨的松软度，待雪梨软软的开始呈现透明状，就可以了最后在锅中加入适量的冰糖（根据个人口味来加）焖两到三分钟就大功告成了这款茶的话，纯粹散泡来喝也比较生津止渴，润喉的效果不如煮汤来得好，春夏秋都比较适宜，冬天的话就可以换成用水仙茶、红糖、生姜来煮饮，暖身和护理的效果都很好。或者。。。。。。。。。。。。直接喝茶。在家我都追了哪些剧 第一、吹爆《非自然死亡》！！！  第二墙裂推荐神剧《毛骗》！！！总共三季，评分都不错，第一季就是拍摄简陋了点……读大学的时候同学推荐给我，因为它的名字《毛骗》被我拒绝了，在豆瓣上又刷到就顺手补追了，完全想象不到这是一群没钱没设备的大学生拍出来的，算是网剧的开端之作了，终结篇豆瓣评分高达9.4。剧情一而再再而三地反转反转再反转。终结篇的追踪，简直帅炸了！！！  3、宅在家看世界，看纪录片《航拍中国》！！！美炸！！！还有看了部美剧《切尔诺贝利》！！！我终于沉下心来把这剧看完了！！！不知道在哪里看到这样一句话：我讨厌悲剧，却热衷于悲剧的力量，因为它深刻，引人深思，振聋发聩。《切尔诺贝利》试图还原发生在前苏联的人类历史上最严重的核子反应堆事故：1986年4月26日凌晨1点23分，切尔诺贝利核电厂的第四号反应堆发生了爆炸。连续的爆炸引发了大火并散发出大量高能辐射物质到大气层中，这些辐射尘涵盖了大面积区域。这次灾难所释放出的辐射线剂量是二战时期爆炸于广岛的原子弹的400倍以上。再安利一部关于我大重庆的动漫《我是江小白》剧情很垃圾，但是取景还是很不错的，不得不说，我大重庆还真是破次元壁看书的话，根据个人情况我在家基本看两种类型书（因个人爱好），一是茶叶专业书籍，一是历史类书籍。比较喜欢做读书笔记和画思维导图。。。。。。。。。。。。其实这是个难得的学习好时光，冬天终会过去，万物也会复苏。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
难得有整块的大时间，可以看看平时买了又没时间看的书，还有网上的电视剧、纪录片什么的。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
宅家养花，追剧，修炼厨艺，整理老照片，写笔记，健身。努力让宅家生活丰富起来。乐观态度就是最好的免疫能力。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
吃喝，在家锻炼身体==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
这个问题，看来也是闲的不要不要的==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
疫情期间宅在家里，撸猫、追剧、阳台种菜阳台种菜我家猫咪==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
做吃的==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
我的的疫情假期从1月26日（大年初二）开始的，到2月9日为止，整14天。在我印象里，自从大三开始利用假期四处旅行之后，就再也没有在家里宅过这么多天的时光了。不过，好在，旅行我所爱，宅亦我所爱矣，宅在家里，生活依然可以丰富又多彩。从开始的每天时刻关注疫情，到后期在做好防护的基础上，将重心重新转移到生活本身上面来，每天做的事情超级多，时间也觉得过得飞快，总有种时间不够用的感觉。1.自己动手，改善伙食。平时上班比较忙，单位距离家也比较远，再加上偶尔周末加个班或者出去玩，在家做饭的时间还是挺少的。这次的长假可算是给了自己做饭一个充足的理由。在京东超市上买好牛羊肉、鸡翅、鸡胸肉、猪骨汤等各种生鲜，再在超市和小区门口的菜店屯好蔬菜，然后就变着花样做起来吧！这里重点推荐下“下厨房”，一个菜谱类的APP，简单好用，做饭好帮手。2.看书。虽然现在电子书仿佛是大势所趋，微信读书、kiddle都非常的火，可是我还是热爱纸质书籍，尤其喜欢纸质书的手感，以及看书过程中写写划划做笔记的感觉。我始终认为，电子书更适合看小说，而在看一些知识类的有时需要时时翻看前面内容的书，则并不是特别方便，也因此，每次出门，我必带的东西里面，除了ipad，就是一本纸质书。家里一共有三个书柜，用来放自己喜欢的书，从文学到历史，从经济到哲学，从旅行到摄影，也算是种类齐全。有太阳的午后，窝在沙发一角，捧一本书，手边是一支铅笔和一杯热茶，阳光照到书本上，无限温暖。在家期间，看了连岳推荐的《理性乐观派》，在看之前没看完的《您厉害，您赚的多》，做饭的时候听《姚明传》，也算是收获颇丰。另外，说到买书，我之前最常用的是当当，不过后来京东开始发力，时常有买300-200一类的活动之后，我就基本转战京东了。把想买的书扔进购物车，然后等着活动一来，果断下手，十分开心。如果是比较老的版本，市面上不太好买，可以去孔夫子看看，而如果你有不要的旧书，则可以试试多抓鱼，把二手书处理掉。3.剧集、电影。宅在家里的另一大乐事当然就是看片了，尤其是电影。剧集和综艺由于时间较短，平时吃饭的时候也可以看，而电影一般两个小时的时常，是真的要你在那两个小时里投入去看的。豆瓣上的观影记录目前是1573部，宅在家里的这段日子，十几部电影少说还是有的。吃饭的时候一般选一部欢乐的喜剧，比如《囧妈》、《亚飞与亚基》、《脸庞，村庄》，下午或者晚上时间比较长，就可以看长一些的，比如《一一》、《麻将》、《寄生虫》。说到选片子，唯一推荐的就是豆瓣，豆瓣的评分可以说是国内相对最客观的了，国外的话可以看看IMDB的评分，不过国内外观众的口味确实还是有区别的。4，撸猫，挑逗315。315是我家狸猫的名字，因为她出生在3月15日，所以就有了这样一个有些随意但十分有趣的名字。从18年6月来到家里，也快两年了。我小的时候就一直想养猫或者狗，现在工作了，有了自己的家，于是终于能一尝夙愿。315虽然是个女孩子，但相当能吃，在寄养家每次都是第一个吃饭，却最后一个吃完，不是她吃得慢，而是吃着自己碗里的瞅着别人碗里的，一旦吃完了自己的，就去吃别人的，寄养家的老板一度怀疑我俩是不是在家饿着她……不过，整体来说，315还是乖巧可爱的，虽然不像别的猫那么粘人，但至少还能让我抱一会，而彭小姐对此总是耿耿于怀，因为我是全家唯一能抱315超过1分钟的，哈哈。平时两个人上了班，家里就只有315自己，这回天天有人陪伴，感觉315也变得温柔了许多，猫亦同人，生命终归是需要陪伴吧。其他的就不太值得一说了，比如玩玩以前的游戏啦，保持家里的清洁与卫生啦，短时间的运动啦，14天的时间一晃就过去了。现在我们已经算是正式复工了，只要经过14天的隔离，在严格的防护下，我已经去单位一周了。虽然宅在家里的假期十分开心，但也衷心希望疫情能早日过去，在春天到来的时候，一切又回归平静。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
除买菜外基本无外出，整天宅家里吃饭睡觉看剧，美剧日剧换着看，无聊啊。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
剪视频嘿嘿，上班呀！找点事情做总总比睡觉要强很多~~~==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
这突然其来的疫情让我们的生活停下了脚步。节奏忽然变慢，刚开始还有点窃喜，可以好好补补眠了。我的这一个半月的时间分了几个阶段。第一个十天，各种睡，各种吃。简直就是养猪。第二个十天，哈哈各种正能量爆棚，练瑜伽，学外语。第三个十天，我去，手机全民K歌，一顿嚎，嚎完再和爸妈打牌。然而第四个十天，我的能量全部用完了。没电了。神情开始呆滞，觉也睡不着了，什么也不想玩了，开始怀疑人生了。看抖音上，很多人说，疫情在不结束就跟老公处出感情了。也有一些消息称很多夫妻在民政局离婚已经排不上号了。不管了哪一种，希望我们都能在大灾难过去后，知道自己真正想要什么。身体康健是最幸福的事情。同时，致敬奋战在一线的白衣天使们。珍惜生命。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
水饺 做饭 发呆==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
在家还能干啥 办公啊.....==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
可做的事情呢，不要太多啊1.在家办公钱还是要挣的，毕竟后面恢复了还要出去浪啊2.在线写些游记和一些文字记录拖欠了那么多年的游记终于有大片的时间来写了码字+批图嗯嗯，痛并快乐着3.在家锻炼身体是革命的本钱哦，这点千万不要忽视啊==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
上班呀==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
看片子==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
疫情闭关期间，每天醒来第一件事是先关注肺炎的确诊增加人数，无一天不是在祈祷疫情这场战争快点结束的。最近两天，丽江四川先后发布了景区回恢复接待游客的消息肺炎确诊的数字这两天也都开始降落了，昨天忍不住感叹地说了一句“宅店里每天舒服的日子快要结束了”，居然，有点，舍不得这种好日子到头，有毒哇~到底是什么样的神仙日子我不希望它到头呢~大理古城封城之后，我还是留在了大理，待在了原先的客栈，没有回家，一个是外面病毒席卷，那会回家也不安全，另一个是广东的病例大幅度增加，爬到全国第二，我爸也不给我回家，回去了我也还要被隔离14天，这日子太不是滋味了~那么，我在店里的日常生活到底都在做些什么呢？日子有规律地每天很快速地就过去了，我一点也不觉得无聊，真希望能再有多点的时间一、实现了睡懒觉的梦想以前上班最大的愿望就是可以睡懒觉，睡到自然醒，疫情期间，没有繁琐的工作缠身，每天不用七点就开始闹钟响，七点半天还没完全亮的冬天就要挣脱舒服的被窝，每天都睡到9点半左右，有时候八点多九点就自然醒了，完全睡够了8个小时的感觉真好二、实现了三餐自由之前都是店里安排餐饮，现在放假了，自给自足，每天早上起来之后，总能保证自己在九点半~十点之间有 早餐（虽然这个早餐有点晚）吃，简单，但是不重复，营养到位又不会热量超高影响中午的食欲中午一般十二点到一点之间，晚餐一般在六点~七点左右，每天很简单，但是很开心，做的都是自己喜欢吃的，可能需要耗费一两个小时甚至更长的时间来煮饭，但是，在吃遍外面的东西之后你会发现最经常吃不腻的还是家常饭菜下午偶尔还有点下午茶，日子不要太开心三、拥有了一块“岁月静好”好好看书的角落不想每天跟着不是打游戏就是刷剧，真的怕自己颓废，所以，宅着也给自己定了目标，每周看2~3本书以前看过的书太少，没关系，不要一直停留在以前，只要想学习，什么时候都不会太晚，所以每天中午吃完饭会有半个小时刷微博朋友圈的时间，困了的时候午休一个小时左右，之后开始给自己泡上一壶茶，窝在那个岁月静好的角落看书每天看60~90分钟，看不进去书的时候就起来扫扫院子里的落叶，给院子里的花花草草修修剪剪，通常这个时候都已经四五点了~时间怎么过的那么快四、疫情期间多出来的健身活动~遛狗大家都更喜欢宅着打扑克对着电脑玩游戏，我真的大概是有自闭症吧，我觉得太过吵闹了，大家不愿意出门，通常这个时候，我就带上店里的狗，带上口罩，带着它在客栈附近散步半个小时左右不过，金毛是大型犬，很多时候真的是它遛我了~疫情期间，大家的步数都是两位数，我的还能在四位数，这比平时还多的步数就当是健身吧~五、实现了每天看一部电影的小目标之前错过了好多电影，趁着疫情期间这个空档，每天晚上我都抽空看一部电影来~那些落下的经典，真的好想一下子补回来或者重温，但是我告诉自己，生活，还是要有所节制，所以慢慢来，不要急~六、碎片化的时间写了游记发了笔记2019没辞职之前，朝九晚六上班那会，总会挤出时间来马蜂窝写东西，可是2019翻篇的时候，我才发现，2019去了那么多地方，游记却一篇也没写了，是懒了还是真的那么忙了，不知道~那么，落下的，疫情期间也补上吧~不为别的，这是属于我个人的记录仪~附上个人游记链接：http://www.mafengwo.cn/i/18627949.html梯田可是二三四月份都有的哦，疫情结束了，想看梯田的可以看下我写的攻略哇~每天的时间真的过得好快，为什么很多人都在喊无聊，其实我是不能理解的，可能很多人也无法理解我为啥不觉得无聊吧，我甚至还开玩笑说：要是每天都这样轻松舒服然后又把钱给赚了，那该多好~答案是不可能的~所以呀，在疫情期间，也要好好经营自己，不要让自己颓废才行，只有这样，才能在疫情结束之后来迎接更美好的生活呀~==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
看电视剧，看哔哩哔哩，好像没干什么正事时间就过去了。。。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
欣赏老照片、逛蜂窝、做美食、看窗外风景、锻炼身体，反正自己把一天安排好，不能因为不能出去，把自己的生活弄得一团糟，总之，开心就好！==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
吃了睡，睡了吃==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
翻来覆去的躺着==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
看电视剧，研究美食，锻炼减肥==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
在家除了吃饭睡觉打游戏，就是花式吃饭睡觉打游戏。。。哈哈，开玩笑啦，其实在家期间可以做的事很多，厨艺大比拼啊，室内锻炼啊，看以前没空看的书和电影啊，画画写字啦，消毒整理啦，云视频喝酒啦好多哦==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
吃和睡==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
2020年初始已注定今年是不平常的一年，由于疫情的发生，禁止外来人员探亲，不能扎堆娱乐，不要外出只能宅在家里……起初大家的感慨是“终于到了在家躺着也能为祖国做贡献的时候了”。可当假期越过越长，我们真正开始过上这样的吃吃睡睡生活超过两天的时候，才发现一切并没有想象中的那么美好，随即又感叹“以前的梦想是过上猪一样的生活，吃了睡，睡醒了吃，这才过了两天猪的日子，就深深体会到了：其实猪过的不容易啊！”。假期越过越长，宅在家里既要防御病毒省口罩，又不能虚度光阴，唯有认真生活！一、一心只读圣贤书发挥“两耳不闻窗外事，一心只读圣贤书”的精神，静下心来，认认真真地去看几本书。二、全民下厨总动员春节假期不能外出聚餐，宅着也是宅着，朋友圈里涌现出来很多初次下厨就有大厨潜质的美食家，自此开始了“全民下厨网络大赛”很多人除了学会做凉皮，还开始炸麻花，电饭锅做蛋糕……三、清洁整理不容缓当原本的春节七天假期过完，又被续了一个七天又七天的假期时，看书下厨之外，可以开始清洁整理房间了，随即拉开了“全民立扫把大比拼”最后还是我闺蜜厉害，她立起了一把刀！四、电影好剧看不停因防疫需要，各地院线全部关闭了，贺岁片纷纷延期，唯有徐峥一句“请全国人民免费看”赢得口碑无数！五、把家变成健身房春节假期不能出门，每天在家里吃吃睡，难免会胖一大圈，所以宅在家里也不要耽误自己做运动。六、写写画画不虚度抄经静心祈福绘画陶冶情操七、马蜂窝上小蜂客栈新春皮肤年味十足小蜂出游更有机会让客栈获得新春纪念品新游戏头脑学院，答题升级的同时巩固知识。总之，只要我们保持好心情，疾病就会远离我们。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
跟着Keep做运动写游记-看视频学习新知识==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
读书、写字、看电视，另外可以给花剪枝，在花盆里种花种子，等春天来了，疫情过去，花也长大了！==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
宅+在家办公==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
读书是最好的，难得的安静。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
我是在1月9号出国的，疫情期间在芬兰，每天最关心的就是疫情现状。本来下周一应该回国的，但是航班被取消了，所以现在又天天关心什么时候通航，什么时候才能回国。==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
玩手机==========如果你觉得TA的回答不错，快来给TA点个赞吧！你的支持是对作者莫大的鼓励~
